Filament,Productionline,Manufacturer,Model,Source,PrintTempFirstLayer (ºC),PrintTempOtherLayers (ºC),BedTempFrstLay (ºC),BedTempOthLay (ºC),EnclTempFrstLay (ºC),EnclTempOthLay (ºC),ExtrMultiplier,PressAdvaEnab,PressAdv,SmthTime,Cooling,FanSpeedMin,FanSpeedMax,BridgesFanSpeed,ChamberAuxFanSpd,DisFanFirstLayers,FllFanSpeedAt,MaxVolSpeed (mm^3/s),RetrLengt (mm),RetrSpd (mm/s),DeRetrtSpd (mm/s),RecommSpsMax (mm/s),RecommSpsMax
taulman3D,T-Glase (PETT),Kobra 2 Max,,Review,340,330,628,618,539,460,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Bridge (Nylon),Kobra 2 Neo,,Review,340,330,629,619,540,461,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Alloy 910 (Nylon),Kobra 2 Plus,,Review,340,330,630,620,541,462,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,n-vent (PETT),Kobra 2 Pro,,Review,341,331,631,621,542,463,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Guidel!ne (Nylon),T500,,Review,341,331,633,623,543,463,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,PCTPE (TPE),CR-10 Max,,Review,341,331,634,624,544,464,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,680 FDA Nylon,CR-10 SE,,Review,341,331,635,625,545,465,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,TECH-G (PETT),CR-10 Smart Pro,,Review,342,332,636,626,546,466,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,Tritan (Copolyester),CR-200B Pro,,Review,342,332,637,627,547,467,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,n-vent T (High-Strength PETT),CR-3040 Pro,,Review,342,332,638,628,548,468,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
taulman3D,T-Lyne (PETT),CR-5 Pro High-​Temp,,Review,342,332,640,630,549,468,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,CarbonX Carbon Fiber PETG,CR-​M4,,Review,343,333,641,631,550,469,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,ESD-Safe PETG,CR-10 V3,,Review,343,333,642,632,551,470,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PLA,CR-10 Max,,Review,343,333,643,633,552,471,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PETG,CR-10 SE,,Review,343,333,644,634,553,472,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro ABS,CR-10 Smart Pro,,Review,344,334,645,635,554,473,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro HIPS,CR-200B Pro,,Review,344,334,646,636,555,474,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PPSU (Polyphenylsulfone),CR-3040 Pro,,Review,344,334,648,638,556,474,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK (Polyether Ether Ketone),CR-5 Pro High-​Temp,,Review,344,334,649,639,557,475,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber ABS,CR-​M4,,Review,345,335,650,640,558,476,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber Nylon,Neptune 3 Max,,Review,345,335,651,641,559,477,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber PETG,Neptune 3 Plus,,Review,345,335,652,642,560,478,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber Polycarbonate,Neptune 3 Pro,,Review,345,335,653,643,561,479,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber PPSU,Neptune 4,,Review,346,336,654,644,562,480,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro Carbon Fiber PEEK,Neptune 4 Max,,Review,346,336,656,646,563,480,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro HTN (High-Temperature Nylon),Neptune 4 Plus,,Review,346,336,657,647,564,481,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro HIPS Carbon Fiber,Neptune 4 Pro,,Review,346,336,658,648,565,482,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK Carbon Fiber,Adventurer 3,,Review,347,337,659,649,566,483,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK CF30 (Carbon Fiber Filled PEEK),Adventurer 3 Pro,,Review,347,337,660,650,567,484,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK CF20 (Carbon Fiber Filled PEEK),Adventurer 4,,Review,347,337,661,651,568,485,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3DXTech,Pro PEEK GF30 (Glass Fiber Filled PEEK),Adventurer 4 Pro,,Review,347,337,663,653,569,485,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PLA (Polylactic Acid),Creator 3 Pro,,Review,348,338,664,654,570,486,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,ABS (Acrylonitrile Butadiene Styrene),Guider 3,,Review,348,338,665,655,571,487,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PETG (Polyethylene Terephthalate Glycol),Super Racer,,Review,348,338,666,656,572,488,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,ASA (Acrylonitrile Styrene Acrylate),V400,,Review,348,338,667,657,573,489,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,CPE (Co-Polyester),Q5,,Review,348,338,668,658,574,490,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,CPE HG100 (High-Gloss Co-Polyester),Voron 2.4 300,,Review,349,339,669,659,575,491,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Nylon FX256,Voron 2.4 350,,Review,349,339,671,661,576,491,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Timberfill (Wood-Infused PLA),Voron Trident 250,,Review,349,339,672,662,577,492,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Vertigo Grey (High-Heat PLA),Voron Trident 300,,Review,349,339,673,663,578,493,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Rapunzel Silver (High-Heat PLA),Voron V0-S1,,Review,350,340,674,664,579,494,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Crystal Clear (Clear PLA),Voron V0.2-S1,,Review,350,340,675,665,580,495,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,Flexfill 98A (Flexible TPU),Magician Max,,Review,350,340,676,666,581,496,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PP (Polypropylene),Magician Pro,,Review,350,340,678,668,582,496,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PC-ABS (Polycarbonate-ABS Blend),Magician X2,,Review,351,341,679,669,583,497,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Filamentum,PVA (Polyvinyl Alcohol),i-Fast,,Review,351,341,680,670,584,498,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Standard PLA (Polylactic Acid),X-CF Pro,,Review,351,341,681,671,585,499,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Pro PLA (PLA+),X-Max 3,,Review,351,341,682,672,586,500,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Workday PLA (High-Performance PLA),X-Plus 3,,Review,352,342,683,673,587,501,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Industrial PLA,X-Smart 3,,Review,352,342,684,674,588,502,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Advanced PLA,Artisan,,Review,352,342,686,676,589,502,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Biome3D PLA (Biodegradable PLA),Artisan 3D Drucker,,Review,352,342,687,677,590,503,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Pro PLA v3,J1,,Review,353,343,688,678,591,504,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,HydroSupport (Water-Soluble Support Material),J1s,,Review,353,343,689,679,592,505,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,PETG (Polyethylene Terephthalate Glycol),Snapmaker 2.0,,Review,353,343,690,680,593,506,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Algae-Fuel PLA (Algae-Infused PLA),SV01 Pro,,Review,353,343,691,681,594,507,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Entwined Hemp PLA (Hemp-Infused PLA),SV04,,Review,354,344,692,682,595,508,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Wound Up Coffee PLA (Coffee-Infused PLA),SV06,,Review,354,344,694,684,596,508,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Beer PLA (Beer-Infused PLA),SV06 Plus,,Review,354,344,695,685,597,509,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Buzzed Beer Filament (Beer-Infused PLA),SV07,,Review,354,344,696,686,598,510,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Beer Filament (Beer-Infused PLA),M200 Plus,,Review,355,345,697,687,599,511,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Landfillament (Recycled PLA),M300 Dual,,Review,355,345,698,688,600,512,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Industrial R-PETG (Recycled PETG),Ultimaker S5 Pro Bundle,,Review,355,345,699,689,601,513,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Glass Filled PLA (Glass Fiber-Infused PLA),Ultimaker S5,,Review,355,345,701,691,602,513,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Workday ABS (Acrylonitrile Butadiene Styrene),Ultimaker S3,,Review,356,346,702,692,603,514,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D-Fuel,Workday PETG (Polyethylene Terephthalate Glycol),Ultimaker 2+ Connect,,Review,356,346,703,693,604,515,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PLA (Polylactic Acid),Ultimaker 2 Extended+,,Review,356,346,704,694,605,516,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,ABS (Acrylonitrile Butadiene Styrene),Ultimaker 2+,,Review,356,346,705,695,606,517,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PETG (Polyethylene Terephthalate Glycol),Ultimaker Original+,,Review,356,346,706,696,607,518,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,TPU (Thermoplastic Polyurethane),Ultimaker 3,,Review,357,347,707,697,608,519,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PA (Nylon),Original Prusa i3 MK3,,Review,357,347,709,699,609,519,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,HIPS (High Impact Polystyrene),Original Prusa i3 MK3S,,Review,357,347,710,700,610,520,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PVA (Polyvinyl Alcohol),Original Prusa i3 MK3S+,,Review,357,347,711,701,611,521,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PC (Polycarbonate),Original Prusa Mini,,Review,358,348,712,702,612,522,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,ASA (Acrylonitrile Styrene Acrylate),Original Prusa i3 MK2,,Review,358,348,713,703,613,523,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PP (Polypropylene),Original Prusa i3 MK2S,,Review,358,348,714,704,614,524,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PEI (Polyetherimide),Original Prusa i3 MK2.5,,Review,358,348,716,706,615,524,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PPSU (Polyphenylsulfone),Original Prusa i3 MK3,,Review,359,349,717,707,616,525,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PC-ABS (Polycarbonate-ABS Blend),Original Prusa i3 MK3S,,Review,359,349,718,708,617,526,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,Wood PLA (Wood-Infused PLA),Original Prusa i3 MK3S+,,Review,359,349,719,709,618,527,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
FiloAlfa,PETG-CF20 (Carbon Fiber-Infused PETG),Original Prusa Mini,,Review,359,349,720,710,619,528,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-ABS (Acrylonitrile Butadiene Styrene),Original Prusa i3 MK2,,Review,360,350,721,711,620,529,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PLA (Polylactic Acid),Original Prusa i3 MK2S,,Review,360,350,722,712,621,530,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PETG (Polyethylene Terephthalate Glycol),Original Prusa i3 MK2.5,,Review,360,350,724,714,622,530,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-ASA Pro (Acrylonitrile Styrene Acrylate),Original Prusa i3 MK3,,Review,360,350,725,715,623,531,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-SEMIFLEX (Semi-Flexible TPU),Original Prusa i3 MK3S,,Review,361,351,726,716,624,532,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-ULTRAT (High-Performance ABS),Original Prusa i3 MK3S+,,Review,361,351,727,717,625,533,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-GLASS (Glass Fiber-Infused PETG),Original Prusa Mini,,Review,361,351,728,718,626,534,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-HIPS (High Impact Polystyrene),Original Prusa i3 MK2,,Review,361,351,729,719,627,535,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-NYLON (Nylon),Original Prusa i3 MK2S,,Review,362,352,730,720,628,536,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PCABS (Polycarbonate-ABS Blend),Original Prusa i3 MK2.5,,Review,362,352,732,722,629,536,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Zortrax,Z-PETG Filament for Inkspire (Resin for Zortrax Inkspire 3D Printer),Original Prusa i3 MK3,,Review,362,352,733,723,630,537,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Standard Resin,Original Prusa i3 MK3S,,Review,362,352,734,724,631,538,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Tough Resin,Original Prusa i3 MK3S+,,Review,363,353,735,725,632,539,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Flexible Resin,Original Prusa Mini,,Review,363,353,736,726,633,540,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Durable Resin,Original Prusa i3 MK2,,Review,363,353,737,727,634,541,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,High Temp Resin,Original Prusa i3 MK2S,,Review,363,353,739,729,635,541,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental SG Resin,Original Prusa i3 MK2.5,,Review,364,354,740,730,636,542,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental LT Clear Resin,Original Prusa i3 MK3,,Review,364,354,741,731,637,543,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental Model Resin,Original Prusa i3 MK3S,,Review,364,354,742,732,638,544,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Dental Model Resin (Color),Original Prusa i3 MK3S+,,Review,364,354,743,733,639,545,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Surgical Guide Resin,Original Prusa Mini,,Review,364,354,744,734,640,546,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Castable Wax Resin,Original Prusa i3 MK2,,Review,365,355,745,735,641,547,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Castable Resin,Original Prusa i3 MK2S,,Review,365,355,747,737,642,547,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Rigid Resin,Original Prusa i3 MK2.5,,Review,365,355,748,738,643,548,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Grey Pro Resin,AnkerMake,M5,Datasheet,210,200,60,50,45,40,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Clear Resin,AnkerMake,M5C,Datasheet,240,230,100,90,80,70,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Black Resin,Anycubic,Kobra 2,Datasheet,230,220,80,70,65,60,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,White Resin,Anycubic,Kobra 2 Max,Datasheet,220,210,60,50,45,40,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Color Kit (for Color Mixing),Anycubic,Kobra 2 Neo,Datasheet,200,190,60,50,45,40,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,Elastic Resin,Anycubic,Kobra 2 Plus,Datasheet,220,210,60,50,45,40,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Formlabs,High Temp V2 Resin,Anycubic,Kobra 2 Pro,Datasheet,240,230,90,80,75,70,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,PLA Filament,COMGROW,T500,Datasheet,240,230,100,90,80,70,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,ECO-ABS Filament,Creality,CR-10 Max,Datasheet,240,230,100,90,80,70,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,PETG Filament,Creality,CR-10 SE,Datasheet,200,190,60,50,45,40,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,Nylon Filament,Creality,CR-10 Smart Pro,Datasheet,225,215,83,73,66,59,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,HIPS Filament,Creality,CR-200B Pro,Datasheet,226,216,84,74,67,60,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Dremel,PVA Filament,Creality,CR-3040 Pro,Datasheet,226,216,86,76,68,60,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,TPU,Creality,CR-5 Pro High-​Temp,Datasheet,226,216,87,77,69,61,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,Cheetah TPU,Creality,CR-​M4,Datasheet,226,216,88,78,70,62,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,Armadillo TPU,Creality,CR-10 V3,Datasheet,227,217,89,79,71,63,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,Eel TPU,Creality,CR-10 Max,Datasheet,227,217,90,80,72,64,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaFlex,SemiFlex TPU,Creality,CR-10 SE,Datasheet,227,217,91,81,73,65,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,NINJAFLEX TPU,Creality,CR-10 Smart Pro,Datasheet,227,217,93,83,74,65,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-RIGID,Creality,CR-200B Pro,Datasheet,228,218,94,84,75,66,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-FLEX,Creality,CR-3040 Pro,Datasheet,228,218,95,85,76,67,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-COPPER,Creality,CR-5 Pro High-​Temp,Datasheet,228,218,96,86,77,68,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-PLA,Creality,CR-​M4,Datasheet,228,218,97,87,78,69,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-PC,Elegoo,Neptune 3 Max,Review,228,218,98,88,79,70,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-PA,Elegoo,Neptune 3 Plus,Review,229,219,99,89,80,71,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-CASE,Elegoo,Neptune 3 Pro,Review,229,219,101,91,81,71,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-LASTO,Elegoo,Neptune 4,Review,229,219,102,92,82,72,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-ABS,Elegoo,Neptune 4 Max,Review,229,219,103,93,83,73,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-HIPS,Elegoo,Neptune 4 Plus,Review,230,220,104,94,84,74,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-CARBON,Elegoo,Neptune 4 Pro,Review,230,220,105,95,85,75,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
NinjaTek,E-GOLD,FlashForge,Adventurer 3,Review,230,220,106,96,86,76,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PLA,FlashForge,Adventurer 3 Pro,Review,230,220,108,98,87,76,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,ABS,FlashForge,Adventurer 4,Review,231,221,109,99,88,77,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PETG,FlashForge,Adventurer 4 Pro,Review,231,221,110,100,89,78,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,Flexible TPU,FlashForge,Creator 3 Pro,Review,231,221,111,101,90,79,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,Wood PLA,FlashForge,Guider 3,Review,231,221,112,102,91,80,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,Marble PLA,FLSUN,Super Racer,Review,232,222,113,103,92,81,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PVA,FLSUN,V400,Review,232,222,114,104,93,82,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,HIPS,FLSUN,Q5,Review,232,222,116,106,94,82,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PC,LDO Motors,Voron 2.4 300,Review,232,222,117,107,95,83,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PCTG,LDO Motors,Voron 2.4 350,Review,233,223,118,108,96,84,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,PETG Carbon Fiber,LDO Motors,Voron Trident 250,Review,233,223,119,109,97,85,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
3D Solutech,ABS Carbon Fiber,LDO Motors,Voron Trident 300,Review,233,223,120,110,98,86,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PLA,LDO Motors,Voron V0-S1,Review,233,223,121,111,99,87,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,ABS,LDO Motors,Voron V0.2-S1,Review,234,224,122,112,100,88,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PETG,MINGDA,Magician Max,Review,234,224,124,114,101,88,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,TPU,MINGDA,Magician Pro,Review,234,224,125,115,102,89,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Wood PLA,MINGDA,Magician X2,Review,234,224,126,116,103,90,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Flexible TPU,Qidi Tech,i-Fast,Review,235,225,127,117,104,91,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PETG-CF,Qidi Tech,X-CF Pro,Review,235,225,128,118,105,92,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,ABS-CF,Qidi Tech,X-Max 3,Review,235,225,129,119,106,93,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,HIPS,Qidi Tech,X-Plus 3,Review,235,225,131,121,107,93,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,PVA,Qidi Tech,X-Smart 3,Review,236,226,132,122,108,94,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,Nylon,Snapmaker,Artisan,Review,236,226,133,123,109,95,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
Hatchbox,ASA,Snapmaker,Artisan 3D Drucker,Review,236,226,134,124,110,96,2,TRUE,1,0,TRUE,10,80,60,40,0,50,6,30,40,50,,
